scenario_id,agent_id,complexity,offload_choice,layer,battery_consumption,latency_ms,overload_prob,success,cpu_usage,bw_0,bw_1,bw_2
34,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
34,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
35,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
35,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
35,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
35,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
35,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
36,0,medium,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
36,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
36,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
36,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
36,4,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
37,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
37,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
37,2,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
37,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
37,4,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
38,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
38,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
38,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
38,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
38,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
39,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
39,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
39,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
39,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
39,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
40,0,medium,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
40,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
40,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
40,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
40,4,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
41,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
41,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
41,2,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
41,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
41,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
42,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
42,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
42,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
42,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
42,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
43,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
43,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
43,2,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
43,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
43,4,medium,0,Local,0.0625,10.0,0.22499999999999998,1.0,0.5,0.33,0.33,0.34
44,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
44,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
44,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
44,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
44,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
45,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
45,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
45,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
45,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
45,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
46,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
46,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
46,2,easy,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
46,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
46,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
47,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
47,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
47,2,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
47,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
47,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
48,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
48,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
48,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
48,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
48,4,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
49,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
49,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
49,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
49,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
49,4,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
50,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
50,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
50,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
50,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
50,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
51,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
51,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
51,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
51,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
51,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
52,0,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
52,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
52,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
52,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
52,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
53,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
53,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
53,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
53,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
53,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
54,0,hard,0,Local,0.0625,15.0,0.44999999999999996,1.0,0.5,0.33,0.33,0.34
54,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
54,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
54,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
54,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
55,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
55,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
55,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
55,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
55,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
56,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
56,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
56,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
56,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
56,4,hard,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
57,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
57,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
57,2,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
57,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
57,4,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
58,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
